Word,Confusions
बङबङ्ती,भनभन्ती
भनभन्ती,बङबङ्ती
बङ्ग,"भङ्ग, वङ्ग"
भङ्ग,"बङ्ग, वङ्ग"
वङ्ग,"बङ्ग, भङ्ग"
बङ्गालो,भङ्गालो
भङ्गालो,बङ्गालो
बङ्गिनु,भङ्गिनु
भङ्गिनु,बङ्गिनु
बङ्गुर,भङ्गुर
भङ्गुर,बङ्गुर
बङ्डो,बन्डो
बन्डो,बङ्डो
बच्चनु,बच्छनु
बच्छनु,बच्चनु
बच्चिनु,बच्छिनु
बच्छिनु,बच्चिनु
बच्ची,"बच्छी, भच्छी"
बच्छी,"बच्ची, भच्छी"
भच्छी,"बच्ची, बच्छी"
बच्चु,बच्चू
बच्चू,बच्चु
बच्छे,"भच्छे, बच्चे"
भच्छे,"बच्छे, बच्चे"
बच्चे,"बच्छे, भच्छे"
बजन,"भजन, वजन"
भजन,"बजन, वजन"
वजन,"बजन, भजन"
बजाइ,"बझाइ, भजाइ"
बझाइ,"बजाइ, भजाइ"
भजाइ,"बजाइ, बझाइ"
बजाइनु,"बझाइनु, भजाइनु"
बझाइनु,"बजाइनु, भजाइनु"
भजाइनु,"बजाइनु, बझाइनु"
बजाउनु,"बझाउनु, भजाउनु"
बझाउनु,"बजाउनु, भजाउनु"
भजाउनु,"बजाउनु, बझाउनु"
बजान,"बझाङ, बझान"
बझाङ,"बजान, बझान"
बझान,"बजान, बझाङ"
बजार,भजहर
भजहर,बजार
बजारु,बजारू
बजारू,बजारु
बजिनु,भजिनु
भजिनु,बजिनु
बजिर,वजिर
वजिर,बजिर
बजुवा,बझुवा
बझुवा,बजुवा
बज्नु,भज्नु
भज्नु,बज्नु
बज्यू,भज्यू
भज्यू,बज्यू
बज्र,वज्र
वज्र,बज्र
बज्रठिङ्गो,वज्रठिङ्गो
वज्रठिङ्गो,बज्रठिङ्गो
बज्रदन्ती,वज्रदन्ती
वज्रदन्ती,बज्रदन्ती
बज्रपात,वज्रपात
वज्रपात,बज्रपात
बज्रयान,वज्रयान
वज्रयान,बज्रयान
बज्रलेप,वज्रलेप
वज्रलेप,बज्रलेप
बज्रस्वाँठ,वज्रस्वाँठ
वज्रस्वाँठ,बज्रस्वाँठ
बज्राचार्य,वज्राचार्य
वज्राचार्य,बज्राचार्य
बझा,वजह
वजह,बझा
बटक,भटक
भटक,बटक
बटन,बथन
बथन,बटन
बटा,वटा
वटा,बटा
बटान,बथान
बथान,बटान
बटारबुटुर,भटारभुटुर
भटारभुटुर,बटारबुटुर
बटाराइ,भटाराइ
भटाराइ,बटाराइ
बटारिनु,भटारिनु
भटारिनु,बटारिनु
बटार्नु,भटार्नु
भटार्नु,बटार्नु
बटालो,वटालो
वटालो,बटालो
बटी,वटी
वटी,बटी
बटुक,वटुक
वटुक,बटुक
बटुवा,बथुवा
बथुवा,बटुवा
बट्टा,भट्टा
भट्टा,बट्टा
बट्टु,"बथ्थु, भट्टु"
बथ्थु,"बट्टु, भट्टु"
भट्टु,"बट्टु, बथ्थु"
बट्टे,भट्टे
भट्टे,बट्टे
बट्याउनु,भट्याउनु
भट्याउनु,बट्याउनु
बठा,"बडा, बदा, भडा, भदा, वडा"
बडा,"बठा, बदा, भडा, भदा, वडा"
बदा,"बठा, बडा, भडा, भदा, वडा"
भडा,"बठा, बडा, बदा, भदा, वडा"
भदा,"बठा, बडा, बदा, भडा, वडा"
वडा,"बठा, बडा, बदा, भडा, भदा"
बठाइँ,"बडाइँ, बढाइँ"
बडाइँ,"बठाइँ, बढाइँ"
बढाइँ,"बठाइँ, बडाइँ"
बठिनी,बदिनी
बदिनी,बठिनी
बठौरो,बतौरो
बतौरो,बठौरो
बड,"बढ, बद, बध, भड, वड, वद, वध"
बढ,"बड, बद, बध, भड, वड, वद, वध"
बद,"बड, बढ, बध, भड, वड, वद, वध"
बध,"बड, बढ, बद, भड, वड, वद, वध"
भड,"बड, बढ, बद, बध, वड, वद, वध"
वड,"बड, बढ, बद, बध, भड, वद, वध"
वद,"बड, बढ, बद, बध, भड, वड, वध"
वध,"बड, बढ, बद, बध, भड, वड, वद"
बडई,बढई
बढई,बडई
बडघरे,बढघरे
बढघरे,बडघरे
बडबड,"भडभड, भतभत"
भडभड,"बडबड, भतभत"
भतभत,"बडबड, भडभड"
बडबडाइ,भतभताइ
भतभताइ,बडबडाइ
बडबडाइनु,भतभताइनु
भतभताइनु,बडबडाइनु
बडबडाउनु,भतभताउनु
भतभताउनु,बडबडाउनु
बडबा,"बढवा, भदवा, वडवा"
बढवा,"बडबा, भदवा, वडवा"
भदवा,"बडबा, बढवा, वडवा"
वडवा,"बडबा, बढवा, भदवा"
बडवाग्नि,वडवाग्नि
वडवाग्नि,बडवाग्नि
बडहर,"बढार, भतार"
बढार,"बडहर, भतार"
भतार,"बडहर, बढार"
बडाइ,"बडाई, बढाइ, बताइ, बदाई, बधाई"
बडाई,"बडाइ, बढाइ, बताइ, बदाई, बधाई"
बढाइ,"बडाइ, बडाई, बताइ, बदाई, बधाई"
बताइ,"बडाइ, बडाई, बढाइ, बदाई, बधाई"
बदाई,"बडाइ, बडाई, बढाइ, बताइ, बधाई"
बधाई,"बडाइ, बडाई, बढाइ, बताइ, बदाई"
बडाउ,बढाउ
बढाउ,बडाउ
बडाउनु,"बढाउनु, बताउनु"
बढाउनु,"बडाउनु, बताउनु"
बताउनु,"बडाउनु, बढाउनु"
बडाबड,"बढाबढ, भताभत"
बढाबढ,"बडाबड, भताभत"
भताभत,"बडाबड, बढाबढ"
बडाबा,बढावा
बढावा,बडाबा
बडार्नु,बढार्नु
बढार्नु,बडार्नु
बडिबडाउ,बढिबढाउ
बढिबढाउ,बडिबडाउ
बडिया,"बढिया, बतिया, बदिया, बधिया"
बढिया,"बडिया, बतिया, बदिया, बधिया"
बतिया,"बडिया, बढिया, बदिया, बधिया"
बदिया,"बडिया, बढिया, बतिया, बधिया"
बधिया,"बडिया, बढिया, बतिया, बदिया"
बडिस,वडिश
वडिश,बडिस
बडी,"बढी, बदी, वती, वदी"
बढी,"बडी, बदी, वती, वदी"
बदी,"बडी, बढी, वती, वदी"
वती,"बडी, बढी, बदी, वदी"
वदी,"बडी, बढी, बदी, वती"
बडु,"बतु, बधू, भदु, वधू"
बतु,"बडु, बधू, भदु, वधू"
बधू,"बडु, बतु, भदु, वधू"
भदु,"बडु, बतु, बधू, वधू"
वधू,"बडु, बतु, बधू, भदु"
बडुवा,"बढुवा, भतुवा"
बढुवा,"बडुवा, भतुवा"
भतुवा,"बडुवा, बढुवा"
बडेचढेको,बढेचढेको
बढेचढेको,बडेचढेको
बडेर,"भतेर, बढेर"
भतेर,"बडेर, बढेर"
बढेर,"बडेर, भतेर"
बडेरो,भतेरो
भतेरो,बडेरो
बडै,भदै
भदै,बडै
बडो,"भदो, भदौ"
भदो,"बडो, भदौ"
भदौ,"बडो, भदो"
बड्कनु,"भड्कनु, भत्कनु"
भड्कनु,"बड्कनु, भत्कनु"
भत्कनु,"बड्कनु, भड्कनु"
बड्काइ,"भड्काइ, भत्काइ"
भड्काइ,"बड्काइ, भत्काइ"
भत्काइ,"बड्काइ, भड्काइ"
बड्काउनु,"बद्काउनु, भड्काउनु, भत्काउनु"
बद्काउनु,"बड्काउनु, भड्काउनु, भत्काउनु"
भड्काउनु,"बड्काउनु, बद्काउनु, भत्काउनु"
भत्काउनु,"बड्काउनु, बद्काउनु, भड्काउनु"
बड्किनु,"भड्किनु, भत्किनु"
भड्किनु,"बड्किनु, भत्किनु"
भत्किनु,"बड्किनु, भड्किनु"
बड्ज्यू,भड्ज्यु
भड्ज्यु,बड्ज्यू
बड्डा,"बड्ता, बढ्ता, बत्ता, भत्ता, भद्दा, वत्ता"
बड्ता,"बड्डा, बढ्ता, बत्ता, भत्ता, भद्दा, वत्ता"
बढ्ता,"बड्डा, बड्ता, बत्ता, भत्ता, भद्दा, वत्ता"
बत्ता,"बड्डा, बड्ता, बढ्ता, भत्ता, भद्दा, वत्ता"
भत्ता,"बड्डा, बड्ता, बढ्ता, बत्ता, भद्दा, वत्ता"
भद्दा,"बड्डा, बड्ता, बढ्ता, बत्ता, भत्ता, वत्ता"
वत्ता,"बड्डा, बड्ता, बढ्ता, बत्ता, भत्ता, भद्दा"
बड्डी,"बढ्ती, बत्ती"
बढ्ती,"बड्डी, बत्ती"
बत्ती,"बड्डी, बढ्ती"
बड्डो,"बढ्दो, बत्तो"
बढ्दो,"बड्डो, बत्तो"
बत्तो,"बड्डो, बढ्दो"
बड्यामा,बढ्यामा
बढ्यामा,बड्यामा
बढाइनु,बताइनु
बताइनु,बढाइनु
बढारिनु,भतारिनु
भतारिनु,बढारिनु
बढैया,भदैया
भदैया,बढैया
बढ्नु,वड्नु
वड्नु,बढ्नु
बतक,"बदक, भडक, भतक, वधक"
बदक,"बतक, भडक, भतक, वधक"
भडक,"बतक, बदक, भतक, वधक"
भतक,"बतक, बदक, भडक, वधक"
वधक,"बतक, बदक, भडक, भतक"
बतर,बदर
बदर,बतर
बतल,बदल
बदल,बतल
बताली,भदाली
भदाली,बताली
बतास,भडास
भडास,बतास
बताहा,"भताहा, भदाहा"
भताहा,"बताहा, भदाहा"
भदाहा,"बताहा, भताहा"
बतिलो,बदिलो
बदिलो,बतिलो
बतौरे,भदौरे
भदौरे,बतौरे
बत्तिस,बत्तीस
बत्तीस,बत्तिस
बत्तिसा,बत्तीसा
बत्तीसा,बत्तिसा
बत्तिसी,बत्तीसी
बत्तीसी,बत्तिसी
बत्तिसे,बत्तीसे
बत्तीसे,बत्तिसे
बत्तिसौँ,बत्तीसौँ
बत्तीसौँ,बत्तिसौँ
बत्तु,"बद्दु, भड्डु, भद्दु"
बद्दु,"बत्तु, भड्डु, भद्दु"
भड्डु,"बत्तु, बद्दु, भद्दु"
भद्दु,"बत्तु, बद्दु, भड्डु"
बत्याउनु,"बद्याउनु, भड्याउनु"
बद्याउनु,"बत्याउनु, भड्याउनु"
भड्याउनु,"बत्याउनु, बद्याउनु"
बथ,"भट, वट"
भट,"बथ, वट"
वट,"बथ, भट"
बथ्थ्या,भट्ट्या
भट्ट्या,बथ्थ्या
बदन,"वतन, वदन"
वतन,"बदन, वदन"
वदन,"बदन, वतन"
बदरी,भदरी
भदरी,बदरी
बद्धाञ्जली,बद्धाञ्जलि
बद्धाञ्जलि,बद्धाञ्जली
बद्र,भद्र
भद्र,बद्र
बधभूमि,वधभूमि
वधभूमि,बधभूमि
बधस्थल,वधस्थल
वधस्थल,बधस्थल
बधिक,वधिक
वधिक,बधिक
बध्य,वध्य
वध्य,बध्य
बध्यभूमि,वध्यभूमि
वध्यभूमि,बध्यभूमि
बन,वन
वन,बन
बनकर,वनकर
वनकर,बनकर
बनकरिया,वनकरिया
वनकरिया,बनकरिया
बनखन्नी,वनखन्नी
वनखन्नी,बनखन्नी
बनगधा,वनगधा
वनगधा,बनगधा
बनबाला,वनबाला
वनबाला,बनबाला
बनमारा,वनमारा
वनमारा,बनमारा
बनाइ,"भङाइ, भनाइ"
भङाइ,"बनाइ, भनाइ"
भनाइ,"बनाइ, भङाइ"
बनाइनु,"भङाइनु, भनाइनु"
भङाइनु,"बनाइनु, भनाइनु"
भनाइनु,"बनाइनु, भङाइनु"
बनाउ,भनाउ
भनाउ,बनाउ
बनाउनु,"भङाउनु, भनाउनु"
भङाउनु,"बनाउनु, भनाउनु"
भनाउनु,"बनाउनु, भङाउनु"
बनाड,बनात
बनात,बनाड
बनारी,भनारी
भनारी,बनारी
बनिनु,भनिनु
भनिनु,बनिनु
बनिवास,बनीबास
बनीबास,बनिवास
बनी,भनी
भनी,बनी
बनोट,"बनौट, भनोट"
बनौट,"बनोट, भनोट"
भनोट,"बनोट, बनौट"
बनौरी,भनौरी
भनौरी,बनौरी
बन्जर,वञ्जर
वञ्जर,बन्जर
बन्ड,"बन्त, बन्द, बन्ध"
बन्त,"बन्ड, बन्द, बन्ध"
बन्द,"बन्ड, बन्त, बन्ध"
बन्ध,"बन्ड, बन्त, बन्द"
बन्डल,भन्दल
भन्दल,बन्डल
बन्डा,बन्दा
बन्दा,बन्डा
भन्डा,"बन्डा, बन्दा, भन्दा"
भन्दा,"बन्डा, बन्दा, भन्डा"
बन्डी,"बन्दी, वन्दी"
बन्दी,"बन्डी, वन्दी"
वन्दी,"बन्डी, बन्दी"
बन्तर,बन्दर
बन्दर,बन्तर
बन्दरा,भन्डरा
भन्डरा,बन्दरा
बन्दिलो,बन्धिलो
बन्धिलो,बन्दिलो
बन्देज,बन्धेज
बन्धेज,बन्देज
बन्धन,वन्दन
वन्दन,बन्धन
बन्धनीय,वन्दनीय
वन्दनीय,बन्धनीय
बन्धित,वन्दित
वन्दित,बन्धित
बन्ध्य,वन्द्य
वन्द्य,बन्ध्य
बन्नु,भन्नु
भन्नु,बन्नु
बपौती,बफौडी
बफौडी,बपौती
बफा,वफा
वफा,बफा
बफादार,वफादार
वफादार,बफादार
बफादारी,वफादारी
वफादारी,बफादारी
बब,"बव, भव, वव"
बव,"बब, भव, वव"
भव,"बब, बव, वव"
वव,"बब, बव, भव"
बबन्डर,बवन्डर
बवन्डर,बबन्डर
बबन्डरी,बवन्डरी
बवन्डरी,बबन्डरी
बबाल,बवाल
बवाल,बबाल
बबासिर,बवासिर
बवासिर,बबासिर
बबुल,बवुल
बवुल,बबुल
बमन,वमन
वमन,बमन
बमनक,वमनक
वमनक,बमनक
बम्कनु,भम्कनु
भम्कनु,बम्कनु
बय,"भय, वय"
भय,"बय, वय"
वय,"बय, भय"
बया,भया
भया,बया
बयालु,भयालु
भयालु,बयालु
बयालो,भयालो
भयालो,बयालो
बयासिऔँ,बयासीऔँ
बयासीऔँ,बयासिऔँ
बयासियौँ,बयासीयौँ
बयासीयौँ,बयासियौँ
बयो,भयो
भयो,बयो
बर,वर
भर,"बर, वर"
वर,बर
बरअ,बरा
बरा,बरअ
बरक,भरक
भरक,बरक
बरडिया,बरतिया
बरतिया,बरडिया
बरडो,बरदो
बरदो,बरडो
बरद,"भरत, वरड, वरद"
भरत,"बरद, वरड, वरद"
वरड,"बरद, भरत, वरद"
वरद,"बरद, भरत, वरड"
बरनी,"भरणी, भरनी, वरणी"
भरणी,"बरनी, भरनी, वरणी"
भरनी,"बरनी, भरणी, वरणी"
वरणी,"बरनी, भरणी, भरनी"
बरपिपल,"वरपिपल, वरपीपल"
वरपिपल,"बरपिपल, वरपीपल"
वरपीपल,"बरपिपल, वरपिपल"
बरबर,भरभर
भरभर,बरबर
बरबराइ,भरभराइ
भरभराइ,बरबराइ
बरबराइनु,भरभराइनु
भरभराइनु,बरबराइनु
बरबराउनु,भरभराउनु
भरभराउनु,बरबराउनु
बरबराहट,भरभराहट
भरभराहट,बरबराहट
बरबरी,भरभरी
भरभरी,बरबरी
बरबेबहार,बरबेवहार
बरबेवहार,बरबेबहार
बरम,भरम
भरम,बरम
बरर,भरर
भरर,बरर
बरर्र,भरर्र
भरर्र,बरर्र
बरल,भरल
भरल,बरल
बरस,वरस
वरस,बरस
बरहा,"बराह, वराह"
बराह,"बरहा, वराह"
वराह,"बरहा, बराह"
बरही,बरै
बरै,बरही
बराँठ,बराँत
बराँत,बराँठ
बराँठिनु,बराँतिनु
बराँतिनु,बराँठिनु
बराइ,"बराई, भराइ"
बराई,"बराइ, भराइ"
भराइ,"बराइ, बराई"
बराइनु,भराइनु
भराइनु,बराइनु
बराउनु,भराउनु
भराउनु,बराउनु
बराङ्गी,वराङ्गी
वराङ्गी,बराङ्गी
बराङ्डी,"बराङ्दी, भरान्ती"
बराङ्दी,"बराङ्डी, भरान्ती"
भरान्ती,"बराङ्डी, बराङ्दी"
बराबर,भराभर
भराभर,बराबर
बराबरी,भराभरी
भराभरी,बराबरी
बराल्नु,वराल्नु
वराल्नु,बराल्नु
बराहक्षेत्र,वराहक्षेत्र
वराहक्षेत्र,बराहक्षेत्र
बरिनु,भरिनु
भरिनु,बरिनु
बरिय,वरीय
वरीय,बरिय
बरिया,भरिया
भरिया,बरिया
बरी,"भरि, भरी, वरि, वरी"
भरि,"बरी, भरी, वरि, वरी"
भरी,"बरी, भरि, वरि, वरी"
वरि,"बरी, भरि, भरी, वरी"
वरी,"बरी, भरि, भरी, वरि"
बरुवा,भरुवा
भरुवा,बरुवा
बरे,भरे
भरे,बरे
बरेङ,भरेङ
भरेङ,बरेङ
बरेली,भरेली
भरेली,बरेली
बरौनी,भरौनी
भरौनी,बरौनी
बर्कनु,"भर्कनु, वर्कनु"
भर्कनु,"बर्कनु, वर्कनु"
वर्कनु,"बर्कनु, भर्कनु"
बर्काइ,"भर्काइ, वर्काइ"
भर्काइ,"बर्काइ, वर्काइ"
वर्काइ,"बर्काइ, भर्काइ"
बर्काइनु,"भर्काइनु, वर्काइनु"
भर्काइनु,"बर्काइनु, वर्काइनु"
वर्काइनु,"बर्काइनु, भर्काइनु"
बर्काउनु,"भर्काउनु, वर्काउनु"
भर्काउनु,"बर्काउनु, वर्काउनु"
वर्काउनु,"बर्काउनु, भर्काउनु"
बर्किनु,"बर्खिनु, भर्किनु, वर्किनु"
बर्खिनु,"बर्किनु, भर्किनु, वर्किनु"
भर्किनु,"बर्किनु, बर्खिनु, वर्किनु"
वर्किनु,"बर्किनु, बर्खिनु, भर्किनु"
बर्किमार,बर्कीमार
बर्कीमार,बर्किमार
बर्की,बर्खी
बर्खी,बर्की
बर्को,वर्को
वर्को,बर्को
बर्जु,बर्जू
बर्जू,बर्जु
बर्डा,"बर्ता, बर्दा, भर्ता"
बर्ता,"बर्डा, बर्दा, भर्ता"
बर्दा,"बर्डा, बर्ता, भर्ता"
भर्ता,"बर्डा, बर्ता, बर्दा"
बर्त,"बर्द, वर्ध"
बर्द,"बर्त, वर्ध"
वर्ध,"बर्त, बर्द"
बर्तन,"वर्तन, वर्धन"
वर्तन,"बर्तन, वर्धन"
वर्धन,"बर्तन, वर्तन"
बर्तनी,"वर्तनी, वर्धनी"
वर्तनी,"बर्तनी, वर्धनी"
वर्धनी,"बर्तनी, वर्तनी"
बर्ताब,बर्ताव
बर्ताव,बर्ताब
बर्तुङ,बर्तुन
बर्तुन,बर्तुङ
बर्दी,"भर्ती, वर्ती, वर्दी"
भर्ती,"बर्दी, वर्ती, वर्दी"
वर्ती,"बर्दी, भर्ती, वर्दी"
वर्दी,"बर्दी, भर्ती, वर्ती"
बर्दीवाल,भर्तीवाल
भर्तीवाल,बर्दीवाल
बर्दुल,वर्तुल
वर्तुल,बर्दुल
बर्धकी,वर्धकी
वर्धकी,बर्धकी
बर्न,वर्ण
वर्ण,बर्न
बर्नी,"भर्नी, वर्णी"
भर्नी,"बर्नी, वर्णी"
वर्णी,"बर्नी, भर्नी"
बर्नु,"भर्नु, वर्नु"
भर्नु,"बर्नु, वर्नु"
वर्नु,"बर्नु, भर्नु"
बर्बर,वर्वर
वर्वर,बर्बर
बर्मा,वर्मा
वर्मा,बर्मा
बर्र,भर्र
भर्र,बर्र
बर्रा,भर्रा
भर्रा,बर्रा
बर्स,वर्ष
वर्ष,बर्स
बर्सनु,भर्सनु
भर्सनु,बर्सनु
बर्साइ,"भर्साइ, भर्साई"
भर्साइ,"बर्साइ, भर्साई"
भर्साई,"बर्साइ, भर्साइ"
बर्साउनु,भर्साउनु
भर्साउनु,बर्साउनु
बर्सात,बर्साद
बर्साद,बर्सात
बर्सिनु,भर्सिनु
भर्सिनु,बर्सिनु
बर्सी,वर्षी
वर्षी,बर्सी
बर्सीको,वर्षीको
वर्षीको,बर्सीको
बर्से,वर्षे
वर्षे,बर्से
बल,भल
भल,बल
बलक,"भलक, वलक"
भलक,"बलक, वलक"
वलक,"बलक, भलक"
बलक्क,भलक्क
भलक्क,बलक्क
बलबल,भलभल
भलभल,बलबल
बलबलाउनु,भलभलाउनु
भलभलाउनु,बलबलाउनु
बलबले,भलभले
भलभले,बलबले
बला,भला
भला,बला
बलाइ,"बलाई, भलाइ"
बलाई,"बलाइ, भलाइ"
भलाइ,"बलाइ, बलाई"
बलाइनु,भलाइनु
भलाइनु,बलाइनु
बलाउनु,भलाउनु
भलाउनु,बलाउनु
बलायो,भलायो
भलायो,बलायो
बलि,"बली, भली, वली"
बली,"बलि, भली, वली"
भली,"बलि, बली, वली"
वली,"बलि, बली, भली"
बलिहाङ,बलीहाङ
बलीहाङ,बलिहाङ
बलुवा,भलुवा
भलुवा,बलुवा
बलेग्रो,भलेग्रो
भलेग्रो,बलेग्रो
बलो,भलो
भलो,बलो
बल्क,वल्क
वल्क,बल्क
बल्कनु,"भल्कनु, वल्कनु"
भल्कनु,"बल्कनु, वल्कनु"
वल्कनु,"बल्कनु, भल्कनु"
बल्काइ,भल्काइ
भल्काइ,बल्काइ
बल्किनु,भल्किनु
भल्किनु,बल्किनु
बल्गर,भल्गर
भल्गर,बल्गर
बल्नु,भल्नु
भल्नु,बल्नु
बल्ल,भल्ल
भल्ल,बल्ल
बल्लभ,"वल्लभ, वल्लव"
वल्लभ,"बल्लभ, वल्लव"
वल्लव,"बल्लभ, वल्लभ"
बल्लरी,वल्लरी
वल्लरी,बल्लरी
बल्लो,वल्लो
वल्लो,बल्लो
बस,वश
वश,बस
बसन्ती,वसन्ती
वसन्ती,बसन्ती
बसा,वसा
वसा,बसा
बसाइ,भसाइ
भसाइ,बसाइ
बसाइनु,भसाइनु
भसाइनु,बसाइनु
बसाउनु,"भसाउनु, वसाउनु"
भसाउनु,"बसाउनु, वसाउनु"
वसाउनु,"बसाउनु, भसाउनु"
बसियत,वसियत
वसियत,बसियत
बसियतनामा,वसियतनामा
वसियतनामा,बसियतनामा
बसी,वशी
वशी,बसी
बसु,वसु
वसु,बसु
बस्की,भस्की
भस्की,बस्की
बस्ता,वस्ता
वस्ता,बस्ता
बस्ती,"वस्ति, वस्ती"
वस्ति,"बस्ती, वस्ती"
वस्ती,"बस्ती, वस्ति"
बस्तु,वस्तु
वस्तु,बस्तु
बस्य,वश्य
वश्य,बस्य
बस्स,भस्स
भस्स,बस्स
बह,"बा, भा, वह, वा"
बा,"बह, भा, वह, वा"
भा,"बह, बा, वह, वा"
वह,"बह, बा, भा, वा"
वा,"बह, बा, भा, वह"
बहक,वाक
वाक,बहक
बहकाइ,वाकाइ
वाकाइ,बहकाइ
बहकिनु,"भाकिनु, वाकिनु"
भाकिनु,"बहकिनु, वाकिनु"
वाकिनु,"बहकिनु, भाकिनु"
बहड,"बाड, बाढ, बात, बाद, बाध, भहड, भाड, भात, वाड, वात, वाद"
बाड,"बहड, बाढ, बात, बाद, बाध, भहड, भाड, भात, वाड, वात, वाद"
बाढ,"बहड, बाड, बात, बाद, बाध, भहड, भाड, भात, वाड, वात, वाद"
बात,बाथ
बाद,"बहड, बाड, बाढ, बात, बाध, भहड, भाड, भात, वाड, वात, वाद"
बाध,"बहड, बाड, बाढ, बात, बाद, भहड, भाड, भात, वाड, वात, वाद"
भहड,"बहड, बाड, बाढ, बात, बाद, बाध, भाड, भात, वाड, वात, वाद"
भाड,"बहड, बाड, बाढ, बात, बाद, बाध, भहड, भात, वाड, वात, वाद"
भात,"बहड, बाड, बाढ, बात, बाद, बाध, भहड, भाड, वाड, वात, वाद"
वाड,"बहड, बाड, बाढ, बात, बाद, बाध, भहड, भाड, भात, वात, वाद"
वात,"बहड, बाड, बाढ, बात, बाद, बाध, भहड, भाड, भात, वाड, वाद"
वाद,"बहड, बाड, बाढ, बात, बाद, बाध, भहड, भाड, भात, वाड, वात"
बहना,"बाना, वाना"
बाना,"बहना, वाना"
वाना,"बहना, बाना"
बहनी,"बानी, भाङी, वाणी"
बानी,"बहनी, भाङी, वाणी"
भाङी,"बहनी, बानी, वाणी"
वाणी,"बहनी, बानी, भाङी"
बहनु,भानु
भानु,बहनु
बहम,"बाम, भाम, वाम"
बाम,"बहम, भाम, वाम"
भाम,"बहम, बाम, वाम"
वाम,"बहम, बाम, भाम"
बहमन,"बामन, वामन"
बामन,"बहमन, वामन"
वामन,"बहमन, बामन"
बहर,"बार, भार, वार"
बार,"बहर, भार, वार"
भार,"बहर, बार, वार"
वार,"बहर, बार, भार"
बहरी,"बारी, भारी, वारि, वारी"
बारी,"बहरी, भारी, वारि, वारी"
भारी,"बहरी, बारी, वारि, वारी"
वारि,"बहरी, बारी, भारी, वारी"
वारी,"बहरी, बारी, भारी, वारि"
बहल,"बाल, भाल, वाल"
बाल,"बहल, भाल, वाल"
भाल,"बहल, बाल, वाल"
वाल,"बहल, बाल, भाल"
बहलिनु,बालिनु
बालिनु,बहलिनु
बहलो,"बालो, भालो, वालो"
बालो,"बहलो, भालो, वालो"
भालो,"बहलो, बालो, वालो"
वालो,"बहलो, बालो, भालो"
बहस,"बास, भास, वास"
बास,"बहस, भास, वास"
भास,"बहस, बास, वास"
वास,"बहस, बास, भास"
बहा,"बाह, वाह"
बाह,"बहा, वाह"
वाह,"बहा, बाह"
बहाउ,भाओ
भाओ,बहाउ
बहान,"बाहन, वाहन"
बाहन,"बहान, वाहन"
वाहन,"बहान, बाहन"
बहाना,बाहना
बाहना,बहाना
बहाब,बहाव
बहाव,बहाब
बहार,बाहर
बाहर,बहार
बहिः,वहिः
वहिः,बहिः
बहिःशुल्क,वहिःशुल्क
वहिःशुल्क,बहिःशुल्क
बहितो,बैडो
बैडो,बहितो
बहिन,बैन
बैन,बहिन
बहिना,बैना
बैना,बहिना
बहिनी,बैनी
बैनी,बहिनी
बहिने,बैने
बैने,बहिने
बहिर,"बैर, भैर, वैर"
बैर,"बहिर, भैर, वैर"
भैर,"बहिर, बैर, वैर"
वैर,"बहिर, बैर, भैर"
बहिरङ्ग,बैरङ्ग
बैरङ्ग,बहिरङ्ग
बहिराउनु,वैराउनु
वैराउनु,बहिराउनु
बहिरिनु,वैरिनु
वैरिनु,बहिरिनु
बहिरो,"बैरो, भैरो, वैरो"
बैरो,"बहिरो, भैरो, वैरो"
भैरो,"बहिरो, बैरो, वैरो"
वैरो,"बहिरो, बैरो, भैरो"
बहिल,"बैल, भैल, वैल"
बैल,"बहिल, भैल, वैल"
भैल,"बहिल, बैल, वैल"
वैल,"बहिल, बैल, भैल"
बही,"बै, भै, वही"
बै,"बही, भै, वही"
भै,"बही, बै, वही"
वही,"बही, बै, भै"
बहीदार,बैदार
बैदार,बहीदार
बहु,बहू
बहू,बहु
बहुतले,बहुदले
बहुदले,बहुतले
बहुता,बहुधा
बहुधा,बहुता
बहुपति,बहुपदी
बहुपदी,बहुपति
बहुपतिक,बहुपदिक
बहुपदिक,बहुपतिक
बाँ,वाँ
वाँ,बाँ
बाँका,वाँका
वाँका,बाँका
बाँचिनु,भाँचिनु
भाँचिनु,बाँचिनु
बाँचीबर्ती,बाँचीवर्ती
बाँचीवर्ती,बाँचीबर्ती
बाँचो,भाँचो
भाँचो,बाँचो
बाँच्नु,भाँच्नु
भाँच्नु,बाँच्नु
बाँज,"बाँझ, भाँज"
बाँझ,"बाँज, भाँज"
भाँज,"बाँज, बाँझ"
बाँजो,"बाँझो, भाँजो"
बाँझो,"बाँजो, भाँजो"
भाँजो,"बाँजो, बाँझो"
बाँझी,भाँजी
भाँजी,बाँझी
बाँठ,"बाँड, बाँद, बाँध, भाँड, भाँत"
बाँड,"बाँठ, बाँद, बाँध, भाँड, भाँत"
बाँद,"बाँठ, बाँड, बाँध, भाँड, भाँत"
बाँध,"बाँठ, बाँड, बाँद, भाँड, भाँत"
भाँड,"बाँठ, बाँड, बाँद, बाँध, भाँत"
भाँत,"बाँठ, बाँड, बाँद, बाँध, भाँड"
बाँठी,"भाँडी, भाँती"
भाँडी,"बाँठी, भाँती"
भाँती,"बाँठी, भाँडी"
बाँठो,"बाँदो, बाँधो, भाँडो"
बाँदो,"बाँठो, बाँधो, भाँडो"
बाँधो,"बाँठो, बाँदो, भाँडो"
